Unnamed: 0,side_effect,fake_triple_component,AUROC,AUPRC,AP50
67,C0002726,tail,0.9067460317460316,0.8846767521199188,0.8174122517755237
68,C0002726,both,0.6802721088435374,0.6373629112524511,0.4018635929729646
69,C0002736,head,0.8890625,0.885621153431087,0.8238984118020194
70,C0002736,tail,0.8859374999999999,0.8499090979820159,0.7475505663552937
71,C0002736,both,0.73734375,0.7531390759974316,0.6531473173547766
72,C0002792,head,0.800002872737719,0.7773308994098179,0.8262894292017036
73,C0002792,tail,0.8553576558460213,0.8123969144680239,0.7597317794381544
74,C0002792,both,0.6161361677678828,0.5865624069209008,0.4107339145640424
75,C0002871,head,0.7947613846038072,0.7566732681526878,0.8102391924929323
76,C0002871,tail,0.8313507372658474,0.789104086165368,0.7591274162523434
77,C0002871,both,0.6052911964674731,0.5771884798395011,0.3046854915495481
78,C0002874,head,0.8223672415647747,0.7581011451098583,0.6089948437449795
79,C0002874,tail,0.8396858976657463,0.8047588558766016,0.7601167411793776
80,C0002874,both,0.6271648320126215,0.5949615691603651,0.3762090497176206
81,C0002878,head,0.8455366367454279,0.806624060881278,0.7489914686607215
82,C0002878,tail,0.829355016168203,0.8097809574459821,0.8784930868794012
83,C0002878,both,0.6315662359618404,0.6075833453472748,0.4616323331519832
84,C0002884,head,0.7597078046905037,0.7730725296798919,0.5512522795898586
85,C0002884,tail,0.8596693579392541,0.8450499882211157,0.7073949266994286
86,C0002884,both,0.5532487504805844,0.6026469621607198,0.3693045569774309
87,C0002940,head,0.8534332168771835,0.8049942144051547,0.6904725068951524
88,C0002940,tail,0.9050322493953238,0.8764180794028,0.8402321640417744
89,C0002940,both,0.6476081698468155,0.6347831719573711,0.5230240640015221
90,C0002962,head,0.8233919934241265,0.789544293162508,0.7660357020856264
91,C0002962,tail,0.8615109991504118,0.8397424633594068,0.9745739334993182
92,C0002962,both,0.6516392143712281,0.629391181884817,0.5263097367898444
93,C0002994,head,0.8142671909873525,0.774118762847284,0.7774086906263118
94,C0002994,tail,0.8581018174088638,0.8099210722597727,0.7327221399080431
95,C0002994,both,0.6405058986077161,0.6145801905779956,0.4748705232489448
96,C0003044,head,0.9076789084047032,0.8821573646443255,0.8444965329045315
97,C0003044,tail,0.9053563652199158,0.8963115148039853,0.853669540229903
98,C0003044,both,0.680359994193642,0.667644569406902,0.4950751742800739
99,C0003079,head,0.8205,0.7882981247992018,0.6973750251796517
100,C0003079,tail,0.8821,0.885775768039336,0.8820227946207004
101,C0003079,both,0.6015999999999999,0.5943432659961596,0.4128782992413425
102,C0003123,head,0.8026527900314785,0.7536964781876859,0.732786518270737
103,C0003123,tail,0.838619973108422,0.8094212338846845,0.942703862082672
104,C0003123,both,0.6200257539505325,0.59553733062427,0.4533697060275593
105,C0003126,head,0.8360405841761052,0.8239998812333471,0.9424331865488388
106,C0003126,tail,0.8740841515186285,0.853203207166124,0.8761323628051179
107,C0003126,both,0.6465439525315937,0.6309974972671065,0.4920602199490716
108,C0003467,head,0.8009634677287722,0.769766668131094,0.8195863018561234
109,C0003467,tail,0.8580225871390327,0.8318534202499167,0.9774704110999932
110,C0003467,both,0.6346764549450867,0.6154667997341432,0.6917399699253941
111,C0003486,head,0.8473340846351879,0.8173642558506258,0.8231575041233364
112,C0003486,tail,0.8796331717000444,0.843934486101031,0.7914204944540049
113,C0003486,both,0.6430454606548732,0.6148660354666108,0.4865310257137314
114,C0003504,head,0.8343335459183674,0.7997897688814745,0.856962050005797
115,C0003504,tail,0.8657684948979592,0.8316930927652725,0.8362777567791584
116,C0003504,both,0.6273501275510204,0.6033163104174251,0.4726935014913552
117,C0003507,head,0.8576253255208334,0.8251746783010506,0.8113694808443058
118,C0003507,tail,0.8760647243923612,0.8506987593512921,0.855416098857341
119,C0003507,both,0.6309678819444444,0.6083185731314379,0.5086659860950808
120,C0003537,head,0.8043574281462917,0.7579034033680274,0.7968790294974691
121,C0003537,tail,0.8749534027723394,0.8525381854318954,0.9434446028234128
122,C0003537,both,0.633546871329,0.6216417952815314,0.6275392587784266
123,C0003564,head,0.8608443834781283,0.8636032542228294,0.9411713883592056
124,C0003564,tail,0.8854214296601128,0.8776594744828818,0.9156779546077096
125,C0003564,both,0.7078189300411522,0.7126369967337587,0.679854616147323
126,C0003578,head,0.8152195998990204,0.7968683802938483,0.831015042252959
127,C0003578,tail,0.8535364419459514,0.816388257842163,0.7536258340176748
128,C0003578,both,0.596038396886872,0.572733257604057,0.3930087140129028
129,C0003611,head,0.8620153943930513,0.8477436974360282,0.8471306606570187
130,C0003611,tail,0.8789633500459008,0.8749949060357698,0.926216242137185
131,C0003611,both,0.5946613939693525,0.5974238014851563,0.4150127536899851
132,C0003615,head,0.8686548029669424,0.8435301683000807,0.8724336186700404
133,C0003615,tail,0.8692042367449102,0.8388877293947515,0.8515871074137074
134,C0003615,both,0.6691187692683374,0.6508820009189786,0.5023461977896031
135,C0003635,head,0.8705103969754253,0.8414222996856149,0.7823238749625467
136,C0003635,tail,0.9245037807183364,0.9254958155567669,0.9492728396727204
137,C0003635,both,0.7188090737240075,0.7592653998755775,0.7381108274003664
138,C0003708,head,0.8850386674598453,0.8684489042868306,0.8189229529506572
139,C0003708,tail,0.9326293872694824,0.9141630809460096,0.9017522881873252
140,C0003708,both,0.6534800713860797,0.6626140031989032,0.4844220909406094
141,C0003811,head,0.8026571329689802,0.7594113635721224,0.6818190491269555
142,C0003811,tail,0.8394084466985827,0.7982881340588363,0.7606414778031574
143,C0003811,both,0.6240769154349673,0.6112940973982587,0.5693713036174272
144,C0003850,head,0.8203696370394602,0.7900995068461236,0.8534645001820327
145,C0003850,tail,0.8614827185788431,0.8352635741484723,0.8970264535308283
146,C0003850,both,0.6257774104746436,0.6113647817604017,0.5732814100506213
147,C0003862,head,0.8118520210862938,0.7749722735960183,0.7836640791973748
148,C0003862,tail,0.8507804458404243,0.8232681394021608,0.8953486271287597
149,C0003862,both,0.6230645809860136,0.6076369924938773,0.7582775569765533
150,C0003864,head,0.8414268663194444,0.8196410708192101,0.911578158962798
151,C0003864,tail,0.8709895833333333,0.8423213154439642,0.9219413727525704
152,C0003864,both,0.6339973958333334,0.6175101046703899,0.5889668719804879
153,C0003868,head,0.8924434052502923,0.8688146856208726,0.7975111214505906
154,C0003868,tail,0.9162503985545754,0.9092358090756006,0.9212296831655032
155,C0003868,both,0.6689339993623127,0.6350467991993718,0.4746629784569283
156,C0003869,head,0.8366477272727272,0.8234652143802697,0.8587912548916148
157,C0003869,tail,0.8842975206611571,0.8733031391832071,0.9216590980803258
158,C0003869,both,0.6218039772727273,0.6318145346103518,0.5695246954235034
159,C0003872,head,0.8835299744897959,0.8331942674495899,0.771546108655008
160,C0003872,tail,0.8730867346938775,0.8423213052817433,0.795779255645877
161,C0003872,both,0.6605548469387754,0.6463643645776198,0.4842079903020344
162,C0003873,head,0.8354795505323036,0.8061060930839592,0.818672777855033
163,C0003873,tail,0.8865592215749266,0.8617686972048882,0.9153959862757316
164,C0003873,both,0.6516625353104184,0.6423253648092828,0.6988135304546759
165,C0003874,head,0.8233143597575084,0.7714621470766587,0.7023435587820049
166,C0003874,tail,0.8759313249109167,0.8535904564307851,0.870787428440882
167,C0003874,both,0.6366791614605026,0.6132887284707754,0.4547020806319529
168,C0003962,head,0.8146363361292851,0.7844689426529968,0.8482180577451318
169,C0003962,tail,0.840527824762774,0.799318575988716,0.8144661228609898
170,C0003962,both,0.6172154403996012,0.5938477363943554,0.4829243685182872
171,C0004030,head,0.8223213749173727,0.8062098958650885,0.8831521570398319
172,C0004030,tail,0.8572201189832341,0.8397982212447959,0.8633467427389699
173,C0004030,both,0.5572982392885043,0.5402303897555878,0.314809104751427
174,C0004093,head,0.8020475409551576,0.7605986800534168,0.6337146255013101
175,C0004093,tail,0.8370401944791522,0.7987852733376524,0.8011922549036296
176,C0004093,both,0.6085112829145263,0.579598805378706,0.3266432315037852
177,C0004095,head,0.8928491869013144,0.8524020061223312,0.7734161611288998
178,C0004095,tail,0.9019826241924704,0.8951828926168682,0.8180466528446232
179,C0004095,both,0.7496101581644019,0.7149849030044735,0.5372522115851962
180,C0004096,head,0.8191349112188059,0.7929436900297369,0.8306924576450977
181,C0004096,tail,0.8675428824227313,0.8345892112413671,0.8286910820049285
182,C0004096,both,0.625524744113093,0.6118671435529439,0.6716697320250201
183,C0004134,head,0.8200540524574669,0.7886117877680144,0.838131748066626
184,C0004134,tail,0.8644110349716446,0.8356404257456354,0.8667204301629073
185,C0004134,both,0.6203405600189036,0.5890737844332197,0.3753727505979503
186,C0004144,head,0.8206066654814604,0.7800640026947048,0.7309014480492314
187,C0004144,tail,0.8595674637522488,0.8149966450456693,0.702091596101505
188,C0004144,both,0.6181848633592089,0.5935848049433897,0.3627013473203924
189,C0004153,head,0.8140425644321954,0.782253451651665,0.8019297144095898
190,C0004153,tail,0.8688286416187516,0.8369982823547786,0.8042430149385247
191,C0004153,both,0.6085023201753998,0.5964142304154108,0.470432519963926
192,C0004238,head,0.8037710866602619,0.7651039601727587,0.7085853381825972
193,C0004238,tail,0.8534121788079579,0.8190150818075087,0.8842052376655042
194,C0004238,both,0.6171975031350881,0.598440382266522,0.5762478512951816
195,C0004239,head,0.7926495510862233,0.7624448635066087,0.8551280062987991
196,C0004239,tail,0.8660882251314932,0.850416020377446,0.9791918367346938
197,C0004239,both,0.6036011824778285,0.5789702883952648,0.4361116197330122
198,C0004245,head,0.8350333094960292,0.8082414778718923,0.8555223716749264
199,C0004245,tail,0.8592156272347473,0.8271659328676989,0.8132609505440718
200,C0004245,both,0.598949904023486,0.5849718360045483,0.490627413638047
201,C0004601,head,0.8548211064006711,0.8181604234800199,0.7803822378278832
202,C0004601,tail,0.8958341067199251,0.8830996949886523,0.957415865645448
203,C0004601,both,0.6883338654233085,0.6726882717061543,0.6328013198046445
204,C0004604,head,0.8038609292080738,0.7670689905011232,0.7010117318998041
205,C0004604,tail,0.8480222676004249,0.8218208628955335,0.8386146809729003
206,C0004604,both,0.6175152924850624,0.5847113038465491,0.4136500172308465
207,C0004610,head,0.8304387647165057,0.7846052188671226,0.6389667531374655
208,C0004610,tail,0.8709096928990979,0.8452147729707163,0.8970428330759803
209,C0004610,both,0.6276003818336615,0.6023379878417832,0.5152811380111955
210,C0004623,head,0.8230770870613668,0.785669707369461,0.8229211514211937
211,C0004623,tail,0.8598455826015204,0.8270843893443696,0.8713242733370109
212,C0004623,both,0.6242668810168425,0.6075296019306036,0.6008712483989507
213,C0004626,head,0.8531684837991144,0.8290409427432388,0.8826224590310447
214,C0004626,tail,0.8342937532126721,0.8044557255113611,0.8603970047990726
215,C0004626,both,0.6057498940381824,0.5747394773262327,0.3792353906133905
216,C0004690,head,0.8801775147928994,0.8469131167855966,0.707809504424041
217,C0004690,tail,0.8757396449704142,0.8304515548141472,0.6811127398149851
218,C0004690,both,0.6331360946745561,0.6519481675459693,0.440970955385924
219,C0005001,head,0.8466269459926965,0.8112178151546167,0.7747370509948845
220,C0005001,tail,0.8687251093957422,0.8418715273254261,0.83673417799752
221,C0005001,both,0.6310983377210821,0.6025214484996441,0.4525108523910547
222,C0005424,head,0.8600245074936376,0.8444525247148605,0.8626608156599677
223,C0005424,tail,0.8949712508247715,0.8716242435121019,0.9296352980150434
224,C0005424,both,0.6589216702799509,0.6446055252530332,0.5168895697768484
225,C0005586,head,0.8562389053254438,0.8335952997242164,0.910166815461147
226,C0005586,tail,0.8761686390532545,0.8622919482014971,0.926640388236423
227,C0005586,both,0.6310650887573965,0.6456554204810665,0.8319553702998032
228,C0005687,head,0.8250688705234159,0.8101749416072015,0.6628805932046622
229,C0005687,tail,0.8909550045913682,0.8870190804131548,0.8099512377811994
230,C0005687,both,0.6161616161616161,0.6144287314297088,0.3950610629841808
231,C0005697,head,0.8338256143667298,0.8034812456125472,0.7809908653250421
232,C0005697,tail,0.8894730623818525,0.8555738678709751,0.8179996685150573
233,C0005697,both,0.6666469754253308,0.6545539517808788,0.6196372020686486
234,C0005741,head,0.8858086756679115,0.8386913407121444,0.7630117681740926
235,C0005741,tail,0.9380925021545532,0.9335703138027608,0.9638321582377566
236,C0005741,both,0.6987934501580007,0.6684487479438721,0.5594428676136234
237,C0005745,head,0.8246633527036803,0.8018289766685534,0.7604437502433933
238,C0005745,tail,0.8511983943615954,0.8062460108656175,0.712989597116493
239,C0005745,both,0.606338537655488,0.5955850384779455,0.4303203819381059
240,C0005747,head,0.8337487914827195,0.8058246984135816,0.7349991081487093
241,C0005747,tail,0.8632540856620345,0.8339135304949626,0.8466079340844805
242,C0005747,both,0.6248005218464979,0.6210417110906272,0.6289259365265569
243,C0005758,head,0.8219132685267012,0.792225942213617,0.8555916149046066
244,C0005758,tail,0.865351991541472,0.8360107296181045,0.9796
245,C0005758,both,0.6225796143163742,0.5986031461080166,0.5366911815048117
246,C0005779,head,0.8118601565734503,0.7718856827273892,0.7212805189371204
247,C0005779,tail,0.8535558357484286,0.8225115006523874,0.9008386019339476
248,C0005779,both,0.6066915390116301,0.5831632990627633,0.5140265304159799
249,C0005818,head,0.8551386969922414,0.8362754456268136,0.8019395761085513
250,C0005818,tail,0.8673610373047083,0.8447672156027308,0.8047581784737141
251,C0005818,both,0.5697736210011691,0.5789273077526516,0.4082969025672556
252,C0005826,head,0.8231297915906096,0.7928646784014995,0.7584959582308132
253,C0005826,tail,0.8379866986238313,0.8134358371351803,0.8143468553637612
254,C0005826,both,0.6016412437897811,0.5713853323932905,0.3678766665360071
255,C0005961,head,0.8615574511230134,0.8562385101828474,0.9120545020008604
256,C0005961,tail,0.8607198748043818,0.8281174959542359,0.7851751610302045
257,C0005961,both,0.5706980537371333,0.5674097645265797,0.3799523861282385
258,C0006012,head,0.9111796982167352,0.9103888203496828,0.7985234602776322
259,C0006012,tail,0.901920438957476,0.8929490732297644,0.7800541731077663
260,C0006012,both,0.6800411522633746,0.708352510248763,0.4962410352125752
261,C0006105,head,0.7841486427638263,0.7681422822043534,0.6567537196490705
262,C0006105,tail,0.8632602699956453,0.8616845452881876,0.8203898456700098
263,C0006105,both,0.5111046596022645,0.5186261522348568,0.2601250351075017
264,C0006107,head,0.8776667566837699,0.848931825387929,0.8356458340481575
265,C0006107,tail,0.8802515335056517,0.8742838321035568,0.8953057773817126
266,C0006107,both,0.6046063037691446,0.5734768727759811,0.3581726865404755
267,C0006112,head,0.8458181818181818,0.8077161807658749,0.743956790064113
268,C0006112,tail,0.8823272727272727,0.8749219412713903,0.9482749358407015
269,C0006112,both,0.6351735537190083,0.6173583727513494,0.5317388854772587
270,C0006118,head,0.847378407145171,0.8092311555031713,0.729261579011142
271,C0006118,tail,0.8869452542921931,0.834824915937074,0.7342204351336984
272,C0006118,both,0.6241380906103937,0.6194504224762007,0.4937362217935245
273,C0006144,head,0.8675509419454056,0.8488014513000863,0.8287656133752533
274,C0006144,tail,0.8887927720107651,0.8427963285353819,0.7945922551835288
275,C0006144,both,0.6760861207227989,0.6516736747418421,0.4903297421871189
276,C0006145,head,0.8635121123574324,0.8493688683807333,0.8254426767274202
277,C0006145,tail,0.9099820906777264,0.902448852428122,0.8952971918360129
278,C0006145,both,0.6830049957583184,0.6988843107808671,0.6239366263024136
279,C0006152,head,0.8863905325443786,0.8689663026837164,0.786656791468734
280,C0006152,tail,0.8937278106508876,0.8544987770614041,0.7585653722125929
281,C0006152,both,0.6778698224852072,0.6842003333197697,0.5507189213234418
282,C0006266,head,0.8417935727788279,0.8190938941799019,0.976550749366378
283,C0006266,tail,0.8647924385633271,0.847629546577091,0.9286262362554136
284,C0006266,both,0.6281497164461248,0.6117104293350558,0.5880393862958162
285,C0006267,head,0.8320834608713398,0.789143327442515,0.7229047247251728
286,C0006267,tail,0.8719773492500765,0.856551111056075,0.9261104567768556
287,C0006267,both,0.6051423324150597,0.5961740106682805,0.4792399518568311
288,C0006271,head,0.824951171875,0.8162705298224431,0.6932180829827105
289,C0006271,tail,0.865234375,0.8556677905121844,0.7201265190885653
290,C0006271,both,0.54296875,0.5806760150581645,0.3567933962151066
291,C0006277,head,0.8301827814941363,0.7923717743585234,0.8123767840244637
292,C0006277,tail,0.8579452481508335,0.8215470302029839,0.8237226845630868
293,C0006277,both,0.6151315025851352,0.5929981428999562,0.478317516526157
294,C0006325,head,0.8271050488849695,0.8055992745768883,0.8747107931351609
295,C0006325,tail,0.8746171460593822,0.8481684209238739,0.8880196904884718
296,C0006325,both,0.6311813289368629,0.6268878694485458,0.777297331019186
297,C0006384,head,0.8276391386342704,0.7822655107538787,0.6784552971981895
298,C0006384,tail,0.8732073154686197,0.8342933178988834,0.7451416404550233
299,C0006384,both,0.6450155694925661,0.5949212312314358,0.3434243883217345
300,C0006386,head,0.8603072862663776,0.8406798513241798,0.8234190091700788
301,C0006386,tail,0.8825525497219342,0.8503632561384517,0.7982383385171217
302,C0006386,both,0.7015741351682534,0.6933044489169964,0.6092311760025485
303,C0006444,head,0.8540849234076862,0.8292189988312044,0.9496471922348044
304,C0006444,tail,0.889957000806235,0.8738920497884787,0.9755867540121388
305,C0006444,both,0.6645337274926095,0.6375668160834593,0.5040387753135607
306,C0006625,head,0.8235887965527855,0.7947487446098533,0.8598986665347563
307,C0006625,tail,0.8837919359803017,0.8612524287637116,0.8611951391999858
308,C0006625,both,0.595050784856879,0.6002080987829272,0.5008975680316248
309,C0006826,head,0.8091154217280343,0.774595578280475,0.8146412203767187
310,C0006826,tail,0.8631514397280162,0.8335427897543766,0.8328056252821717
311,C0006826,both,0.6179332485638792,0.5995618491159936,0.4700037495040471
312,C0006840,head,0.8118969908381574,0.781912417327763,0.8174262539219234
313,C0006840,tail,0.8514549114105829,0.8093459910976337,0.7464556116605386
314,C0006840,both,0.6014769925215173,0.5818366361834324,0.3592371653071152
315,C0006846,head,0.8852757544224766,0.8491923095394273,0.759442264784574
316,C0006846,tail,0.9076482830385016,0.8998832541612314,0.8124469848186625
317,C0006846,both,0.572060353798127,0.6039378352233198,0.3704189552997434
318,C0006849,head,0.8127836734693878,0.766212343666968,0.781187339890928
319,C0006849,tail,0.8614183673469388,0.8306823697029883,0.8624848906235013
320,C0006849,both,0.6169775510204081,0.5910254313670668,0.4918118060430542
321,C0006852,head,0.8088839579224194,0.7516585358219101,0.6156959979815378
322,C0006852,tail,0.8696170282708744,0.8552742169964752,0.8690120473844688
323,C0006852,both,0.6024408284023668,0.5599154095782831,0.338848919513283
324,C0007078,head,0.8988850442137639,0.8974956139236647,0.7838868217517729
325,C0007078,tail,0.8858131487889274,0.8869979409879774,0.7786125217752163
326,C0007078,both,0.6632064590542099,0.668440611695076,0.4518731101628055
327,C0007117,head,0.8237090073155253,0.8055116677876553,0.8848352091811472
328,C0007117,tail,0.8826283210210606,0.8544536725274393,0.7967421042388891
329,C0007117,both,0.6590797523976007,0.6271619700882649,0.4688541242220448
330,C0007177,head,0.8645328719723183,0.8269917304203909,0.7902632017654977
331,C0007177,tail,0.870795847750865,0.8373638552092768,0.8341706333229995
332,C0007177,both,0.703771626297578,0.6779569949318964,0.5751247347334771
333,C0007280,head,0.8598730682347879,0.8407792602383692,0.8316438996746837
334,C0007280,tail,0.9032234931334936,0.8929832871364672,0.9331766448087496
335,C0007280,both,0.6597941840869159,0.6483727904597261,0.5594342077779193
336,C0007282,head,0.8216036004870291,0.7866592390561602,0.8590087713096615
337,C0007282,tail,0.875519333625008,0.8573916298868439,0.9484496711680734
338,C0007282,both,0.6666191847352373,0.6422025051619378,0.5664009517851754
339,C0007286,head,0.8468895069323102,0.8259679191562845,0.8701298487285358
340,C0007286,tail,0.8656703301247919,0.8350140509024404,0.8502879717111127
341,C0007286,both,0.6546432522409817,0.6497831160544951,0.7337038985619394
342,C0007462,head,0.9202219909816164,0.9168695644408033,0.9027539627484898
343,C0007462,tail,0.9226500173430454,0.9097792463403398,0.8628496151373422
344,C0007462,both,0.672216441207076,0.6659579074954044,0.5063072061565347
345,C0007570,head,0.8608347750865052,0.8624674422947246,0.8981391801000386
346,C0007570,tail,0.8885705017301038,0.8723091452150135,0.8753313004403404
347,C0007570,both,0.6225129757785467,0.6194428295586047,0.5429476776801486
348,C0007642,head,0.809124382690377,0.7648998295938303,0.7531486923097543
349,C0007642,tail,0.8651097471569422,0.8315986792090976,0.8413530301421699
350,C0007642,both,0.5951653026050321,0.5765230519468727,0.6743262836011019
351,C0007780,head,0.7935744016649323,0.7242357017360618,0.5675470367336364
352,C0007780,tail,0.8851456815816858,0.8712030313427163,0.868843776919918
353,C0007780,both,0.5689386056191467,0.5443592171788065,0.2948881811418437
354,C0007784,head,0.8103006880950137,0.7809794217202599,0.732783172151554
355,C0007784,tail,0.844550853049298,0.8227162825521628,0.9264610464309342
356,C0007784,both,0.6047619945329438,0.5925862871466939,0.5401099503488453
357,C0007785,head,0.7906497433300508,0.7515687092101289,0.6707572113841546
358,C0007785,tail,0.8485772792837749,0.8257894028178061,0.9435837154964052
359,C0007785,both,0.6043222717468173,0.5763605441768067,0.3721562081915721
360,C0007787,head,0.8152136650712658,0.7855724115738871,0.8324558673601596
361,C0007787,tail,0.8657171173784439,0.8391902654110982,0.7717459198599959
362,C0007787,both,0.635811259224099,0.6059082690262702,0.4498881447095451
363,C0007820,head,0.8094237695078031,0.7510455494782545,0.6047214353511411
364,C0007820,tail,0.87813360638373,0.8744092570968225,0.9441588885376986
365,C0007820,both,0.6578631452581032,0.622761249182457,0.4534072124904813
366,C0007859,head,0.8177549871515505,0.7817642962468315,0.7670282768217795
367,C0007859,tail,0.8691564447133704,0.8465878305729311,0.9663350567884812
368,C0007859,both,0.6382567851685617,0.6113889592586242,0.5961605282753757
369,C0007860,head,0.8783081285444234,0.8562469883833123,0.7751629517360076
370,C0007860,tail,0.8874054820415879,0.8834725543890107,0.862820494513867
371,C0007860,both,0.6382325141776938,0.6571220199941422,0.5168420602997036
372,C0007868,head,0.7863260269995646,0.7676436558524957,0.6671369621807597
373,C0007868,tail,0.8988242125127014,0.8950579731168956,0.8501685987744664
374,C0007868,both,0.4964436057482944,0.5272503498161325,0.2863712366200078
375,C0007876,head,0.7891697322099601,0.7505426051976724,0.6326579522652758
376,C0007876,tail,0.8174122859064119,0.7889314022894782,0.7096905993013585
377,C0007876,both,0.5352240813258968,0.5612082893621144,0.424118981839153
378,C0008031,head,0.7927075025280622,0.7555138092959321,0.7400744149189202
379,C0008031,tail,0.8445997695095333,0.8130566944500732,0.8780156314762398
380,C0008031,both,0.6060163353102161,0.5917377466230866,0.7553014211790916
381,C0008033,head,0.7961894179094073,0.7603182289178025,0.7054912502737183
382,C0008033,tail,0.8470923060689661,0.816610589602704,0.8577523532697845
383,C0008033,both,0.6150747223960366,0.5922973582155073,0.4510990866828915
384,C0008035,head,0.8549864287868447,0.8226048150788764,0.7891759468661722
385,C0008035,tail,0.89043031062999,0.8736256267034151,0.9059974863199646
386,C0008035,both,0.6944651672195681,0.6613135964739529,0.5393292086796587
387,C0008049,head,0.8313609467455622,0.8252391689129808,0.6572045904334826
388,C0008049,tail,0.8683431952662721,0.875950405790523,0.7264498970019827
389,C0008049,both,0.636094674556213,0.6651731260128372,0.4270929026325529
