left_out_node,left_out_ID,cosine_to_actual,best_train_loss,best_epoch,time_to_best
CID000003878,124,0.5629802942276001,0.33440327644348145,384,1.211355209350586
CID000002585,125,0.613493800163269,0.3179081678390503,999,3.1493430137634277
CID000003333,126,0.6689132452011108,0.3359489440917969,999,3.1455438137054443
CID000004046,127,0.6839426755905151,0.3339405953884125,999,3.153132438659668
CID000005401,128,0.6092300415039062,0.3444688022136688,999,3.146981954574585
CID000003345,129,0.6690937280654907,0.33340442180633545,995,3.1312084197998047
CID000000564,130,0.6202788352966309,0.3515567183494568,166,0.5264008045196533
CID000002756,131,0.6023818254470825,0.3345704972743988,999,3.1512880325317383
CID000082146,132,0.7831427454948425,0.321847528219223,999,3.1505236625671387
CID000004913,133,0.652911365032196,0.3254880905151367,422,1.965036392211914
CID000005152,134,0.5896146893501282,0.34402820467948914,999,5.202167987823486
CID000051634,135,0.49723947048187256,0.3464447259902954,174,0.9346230030059814
CID000005253,136,0.5956188440322876,0.3266158401966095,997,4.946166038513184
CID000104865,137,0.488970547914505,0.3375074863433838,986,5.179948806762695
CID000002551,138,0.5970492362976074,0.3442579209804535,179,0.9506840705871582
CID000003657,139,0.6087313890457153,0.3298449218273163,417,2.1801061630249023
CID000002678,140,0.44856196641921997,0.3248734772205353,999,4.351997137069702
CID000003937,141,0.5132305026054382,0.3323054313659668,397,1.9238436222076416
CID000004595,142,0.5973272323608398,0.3336232900619507,404,1.9024245738983154
CID000003414,143,0.5327003002166748,0.3297693729400635,432,2.020484447479248
CID000001978,144,0.553438127040863,0.336450457572937,350,1.6463966369628906
CID000005454,145,0.5989360809326172,0.33362606167793274,410,2.0048952102661133
CID000002088,146,0.17863363027572632,0.33237922191619873,405,1.918283462524414
CID000001206,147,0.6593461632728577,0.3393453061580658,209,0.9845750331878662
CID000003954,148,0.6401622295379639,0.3369588255882263,385,1.9149839878082275
CID000003148,149,0.6690843105316162,0.34507840871810913,172,0.864494800567627
CID000667490,150,0.5660622119903564,0.32244548201560974,438,2.3500051498413086
CID000071329,151,0.5614176988601685,0.34014269709587097,212,1.1318612098693848
CID000002284,152,0.563780665397644,0.32877400517463684,999,5.285508155822754
CID000004236,153,0.6042985916137695,0.33123579621315,426,2.111011505126953
CID000005533,154,0.5552343130111694,0.32533904910087585,999,5.05340838432312
CID000003339,155,0.6152245998382568,0.3345286548137665,392,2.1474404335021973
CID000002474,156,0.5671621561050415,0.32850077748298645,435,2.341432809829712
CID000005095,157,0.6458779573440552,0.3297727406024933,418,2.2070999145507812
CID000002732,158,0.5331023931503296,0.33572229743003845,358,1.7409205436706543
CID000001775,159,0.5023594498634338,0.34968236088752747,162,0.8049368858337402
CID000005530,160,0.6147316694259644,0.32770535349845886,417,2.1047751903533936
CID000004911,161,0.5335471034049988,0.3212243318557739,999,4.720626354217529
CID000003957,162,0.6647590398788452,0.33865806460380554,211,1.0050489902496338
CID000005090,163,0.5283602476119995,0.32684460282325745,999,5.212774991989136
CID000002083,164,0.550366222858429,0.34016862511634827,226,1.1998608112335205
CID000004614,165,0.5300579071044922,0.32658812403678894,999,4.6905317306518555
CID000000838,166,0.601757287979126,0.35675936937332153,157,0.7550067901611328
CID003062316,167,0.6955112218856812,0.33701637387275696,233,1.1076769828796387
CID000005002,168,0.6260783076286316,0.3303203582763672,425,1.9823622703552246
CID000005556,169,0.44299060106277466,0.3427745997905731,202,0.9629895687103271
CID000004171,170,0.625216007232666,0.33129873871803284,421,2.12680721282959
CID000115237,171,0.6003468036651611,0.33769774436950684,999,5.464750289916992
CID000005073,172,0.6030121445655823,0.3447066843509674,178,0.9765076637268066
CID000005035,173,0.5560603141784668,0.32803213596343994,996,5.084212064743042
CID000002662,174,0.5721732378005981,0.35673293471336365,140,0.6923162937164307
CID000000271,175,0.41846764087677,0.33721521496772766,344,1.7508583068847656
CID000041693,176,0.5517691373825073,0.3347777724266052,405,2.195197105407715
CID000003899,177,0.49104809761047363,0.32146671414375305,999,5.3472816944122314
CID000027991,178,0.6615351438522339,0.33675506711006165,986,4.307801723480225
CID000060852,179,0.5326614379882812,0.3274853527545929,999,5.348032474517822
CID000004510,180,0.46838200092315674,0.3257710635662079,999,5.32133150100708
CID000004499,181,0.6403398513793945,0.3275359570980072,990,4.99348783493042
CID005311297,182,0.622233510017395,0.35149186849594116,184,0.8971877098083496
CID000004829,183,0.5127158761024475,0.3252265751361847,675,3.153836250305176
CID000002708,184,0.4857286810874939,0.3294835388660431,424,2.1173553466796875
CID000004011,185,0.4608105421066284,0.31726667284965515,999,5.210872173309326
CID000003869,186,0.5610687732696533,0.3314737379550934,434,2.308276414871216
CID000000942,187,0.4316551089286804,0.3269854784011841,999,5.497701406478882
CID000071616,188,0.4536779224872589,0.3295195400714874,455,2.404078245162964
CID000005717,189,0.5596258640289307,0.32134556770324707,999,5.34238338470459
CID000003446,190,0.3877164423465729,0.3377546966075897,379,2.0954625606536865
CID000003749,191,0.6907586455345154,0.3159045875072479,999,5.405262231826782
CID000125017,192,0.6012598276138306,0.34094712138175964,342,1.838386058807373
CID000004748,193,0.6467427611351013,0.3443041741847992,201,1.0992140769958496
CID000003032,194,0.5957292318344116,0.3570213317871094,150,0.7950832843780518
CID000003121,195,0.4354071617126465,0.3285445272922516,425,2.2454071044921875
CID000003373,196,0.3785025477409363,0.32858389616012573,449,2.4345462322235107
CID000003488,197,0.568657398223877,0.33136460185050964,404,1.9613540172576904
CID000003784,198,0.6611407995223999,0.3379858434200287,999,3.6816301345825195
CID000036811,199,0.5316559076309204,0.33369776606559753,401,1.8767712116241455
CID000002092,200,0.6688045263290405,0.3183128237724304,999,4.776914596557617
CID000057469,201,0.5549135208129883,0.3383152484893799,999,5.346251964569092
CID000005656,202,0.5476232767105103,0.3471390902996063,166,0.8150334358215332
CID000003348,203,0.6074968576431274,0.3304421007633209,438,2.060781478881836
CID000004993,204,0.6066145300865173,0.34023550152778625,188,0.8772337436676025
CID000004158,205,0.5987873077392578,0.34406739473342896,999,4.622126817703247
CID000004140,206,0.6772631406784058,0.3464873731136322,999,4.781777858734131
CID000003007,207,0.6646153926849365,0.3446643054485321,188,1.0098590850830078
CID000003394,208,0.5816285610198975,0.33893102407455444,224,1.1959943771362305
CID000004893,209,0.6550482511520386,0.35730886459350586,157,0.8410840034484863
CID000004044,210,0.5311332941055298,0.35533732175827026,148,0.7906773090362549
CID000004189,211,0.630272388458252,0.32242947816848755,999,5.276724100112915
CID000000191,212,0.543606162071228,0.334907591342926,999,5.337430953979492
CID000124087,213,0.48666220903396606,0.3280268907546997,999,4.694694757461548
CID000003696,214,0.7003943920135498,0.3445262610912323,182,0.8967764377593994
CID000003658,215,0.6622990369796753,0.3307601809501648,420,2.098371744155884
CID000004819,216,0.5670770406723022,0.35424983501434326,147,0.7898142337799072
CID000003152,217,0.6489986181259155,0.3361084461212158,996,5.758329391479492
CID000003825,218,0.637049674987793,0.3175906538963318,999,5.689225196838379
CID000003397,219,0.6850458383560181,0.34227538108825684,196,1.0984690189361572
CID000002244,220,0.6439064741134644,0.3617141842842102,136,0.7687323093414307
CID000003676,221,0.6951364278793335,0.34471097588539124,179,0.9683544635772705
CID000003463,222,0.394240140914917,0.320119708776474,999,5.393138647079468
CID000002955,223,0.528985857963562,0.3484991490840912,174,0.9583535194396973
CID000002520,224,0.643467903137207,0.32943615317344666,449,2.269028902053833
CID000003016,225,0.6455392837524414,0.3279140293598175,997,5.172023773193359
CID000002369,226,0.6520892977714539,0.34474971890449524,189,0.9476737976074219
CID000004212,227,0.5785012245178223,0.32788458466529846,398,2.0588154792785645
CID000004192,228,0.5942388772964478,0.32787927985191345,442,2.236625909805298
CID000110634,229,0.7366250157356262,0.33563944697380066,406,2.121351480484009
CID000003308,230,0.6718722581863403,0.3381100296974182,999,5.048787593841553
CID000003372,231,0.6919012069702148,0.3279019594192505,999,5.080113172531128
CID000003059,232,0.6457189321517944,0.3150569200515747,999,5.178299427032471
CID000002160,233,0.584382176399231,0.32616063952445984,999,5.2923455238342285
CID000003902,234,0.5917892456054688,0.3385660946369171,997,5.495277166366577
CID000002153,235,0.5563122034072876,0.3342714309692383,396,2.1690237522125244
CID000003042,236,0.6811494827270508,0.32102838158607483,999,5.594177961349487
CID000003702,237,0.706121027469635,0.3436664342880249,999,5.364741563796997
CID000005978,238,0.5235931873321533,0.3338092565536499,412,2.384469747543335
CID000002726,239,0.6147897839546204,0.33439114689826965,406,2.468846321105957
CID000003158,240,0.6738898158073425,0.33659225702285767,224,1.2501637935638428
CID000074989,241,-0.034048277884721756,0.33187246322631836,257,1.4437332153320312
CID000002375,242,0.43685340881347656,0.34400850534439087,171,0.9666562080383301
CID000001983,243,0.5850809812545776,0.3392159044742584,999,5.192803859710693
CID000003325,244,0.6389200687408447,0.32970014214515686,986,5.660505056381226
CID000002267,245,0.5363867282867432,0.3363146483898163,369,1.8942475318908691
CID000004449,246,0.6567068099975586,0.32167965173721313,999,5.885143995285034
CID000002803,247,0.6941663026809692,0.3294914662837982,999,5.398023843765259
CID005381226,248,0.7367064356803894,0.3168797791004181,999,5.743338346481323
CID000004634,249,0.622779369354248,0.3210572600364685,999,5.472838878631592
CID000003066,250,0.6689256429672241,0.3286278247833252,999,5.786890029907227
CID000004170,251,0.5791095495223999,0.33962640166282654,362,1.944227695465088
CID000054454,252,0.6826390624046326,0.3605024814605713,139,0.8206174373626709
CID000005487,253,0.616885781288147,0.3180861175060272,999,5.652254581451416
CID000002156,254,0.5702535510063171,0.3441186249256134,197,1.1137762069702148
CID000005482,255,0.40540972352027893,0.35032209753990173,155,0.8556911945343018
CID000004409,256,0.6296918988227844,0.3233649432659149,457,2.618560791015625
CID000002578,257,0.5232699513435364,0.33011341094970703,999,5.6902971267700195
CID000004585,258,0.630164623260498,0.33688467741012573,212,1.0968236923217773
CID000003410,259,0.5802459716796875,0.32613620162010193,999,5.709709167480469
CID000068844,260,0.5471131205558777,0.3550322651863098,159,0.9043118953704834
CID000068740,261,0.5406599044799805,0.35609909892082214,151,0.8847861289978027
CID000005184,262,0.5848294496536255,0.32460275292396545,999,5.821110486984253
CID000004095,263,0.6857107877731323,0.3365337550640106,999,5.534686803817749
CID000003826,264,0.6453983783721924,0.35295751690864563,158,0.8729913234710693
CID000003168,265,0.7122054100036621,0.3380053639411926,218,1.2140557765960693
CID000123631,266,0.728631854057312,0.3222428560256958,999,5.6479387283325195
CID000065999,267,0.6732919812202454,0.33589866757392883,999,5.578159332275391
CID000002405,268,0.5669494867324829,0.33979490399360657,209,1.147282361984253
CID000004736,269,0.6653935313224792,0.35775354504585266,153,0.8758041858673096
CID000005070,270,0.6391396522521973,0.3373599648475647,223,1.163200855255127
CID000130881,271,0.7722225189208984,0.32715821266174316,987,5.612000942230225
CID000005578,272,0.43013796210289,0.3394262194633484,214,1.170656681060791
