h,r,t,is_real,score
CID000003658,C0000731,CID000005412,1,-1.2934231758117676
CID000002162,C0000731,CID000004138,1,-1.29871666431427
CID000003203,C0000731,CID000003746,0,-1.29871666431427
CID000003222,C0000731,CID000508230,1,-1.3114073276519775
CID000003652,C0000731,CID000003648,0,-1.3114073276519775
CID000004485,C0000731,CID000027991,1,-1.318374752998352
CID000002678,C0000731,CID000047320,0,-1.318374752998352
CID000002173,C0000731,CID000002244,1,-1.3198715448379517
CID000003826,C0000731,CID000060854,0,-1.3198715448379517
CID000003672,C0000731,CID000003676,1,-1.3357212543487549
CID000002732,C0000731,CID000130881,0,-1.3357212543487549
CID000004499,C0000731,CID000004485,0,-1.361232876777649
CID000003016,C0000731,CID003085017,1,-1.361232876777649
CID000002474,C0000731,CID000003763,0,-1.3638498783111572
CID000003348,C0000731,CID000054841,1,-1.3638498783111572
CID000003350,C0000731,CID000125889,1,-1.3924427032470703
CID000001046,C0000731,CID000002806,0,-1.3924427032470703
CID000004259,C0000731,CID000005466,0,-1.4141442775726318
CID000002162,C0000731,CID000002173,1,-1.4141442775726318
CID000003827,C0000731,CID000005152,0,-1.4180152416229248
CID000004052,C0000731,CID000027661,1,-1.4180152416229248
CID000002088,C0000731,CID004183806,1,-1.4414112567901611
CID000004159,C0000731,CID000004075,0,-1.4414112567901611
CID000005035,C0000731,CID000005538,0,-1.4514713287353516
CID000002171,C0000731,CID000003345,1,-1.4514713287353516
CID000002083,C0000731,CID000004510,1,-1.4547407627105713
CID000003198,C0000731,CID000003672,0,-1.4547407627105713
CID000002153,C0000731,CID000002678,1,-1.4702837467193604
CID000003325,C0000731,CID000009433,0,-1.4702837467193604
CID000005358,C0000731,CID000060852,0,-1.4733891487121582
CID000003446,C0000731,CID000004052,1,-1.4733891487121582
CID003085017,C0000731,CID000216326,0,-1.4825711250305176
CID000004889,C0000731,CID000125889,1,-1.4825711250305176
CID000003386,C0000731,CID000123620,1,-1.4981071949005127
CID000002435,C0000731,CID000002756,0,-1.4981071949005127
CID000002269,C0000731,CID000003003,1,-1.510013461112976
CID000004159,C0000731,CID000005771,0,-1.510013461112976
CID000005544,C0000731,CID000005152,0,-1.5565874576568604
CID000003016,C0000731,CID000005212,1,-1.5565874576568604
CID000003958,C0000731,CID000003648,0,-1.5751055479049683
CID000002471,C0000731,CID000003746,1,-1.5751055479049683
CID000003640,C0000731,CID000003763,0,-1.577154517173767
CID000004585,C0000731,CID000004946,1,-1.577154517173767
CID000027661,C0000731,CID000005391,0,-1.5982518196105957
CID000002118,C0000731,CID005487301,1,-1.5982518196105957
CID000002477,C0000731,CID000071329,0,-1.6158952713012695
CID000005267,C0000731,CID000083786,1,-1.6158952713012695
CID000001971,C0000731,CID000004506,0,-1.6484367847442627
CID000005358,C0000731,CID000005731,1,-1.6484367847442627
CID000060696,C0000731,CID006398525,0,-1.6512644290924072
CID000002250,C0000731,CID000005391,1,-1.6512644290924072
CID000004159,C0000731,CID000004236,1,-1.653986930847168
CID000003937,C0000731,CID000077992,0,-1.653986930847168
CID000003348,C0000731,CID000003869,1,-1.6639842987060547
CID000002541,C0000731,CID000004745,0,-1.6639842987060547
CID000003652,C0000731,CID000003961,1,-1.670897126197815
CID000003478,C0000731,CID005311039,0,-1.670897126197815
CID000000271,C0000731,CID000003419,0,-1.702155351638794
CID000003148,C0000731,CID000119607,1,-1.702155351638794
CID000002274,C0000731,CID000005372,0,-1.705934762954712
CID000002269,C0000731,CID000004585,1,-1.705934762954712
CID000003957,C0000731,CID000003902,0,-1.744470477104187
CID000004889,C0000731,CID000060835,1,-1.744470477104187
CID000005291,C0000731,CID005353980,0,-1.7555937767028809
CID000000450,C0000731,CID000002786,1,-1.7555937767028809
CID000000444,C0000731,CID000002171,1,-1.758509874343872
CID000002308,C0000731,CID000003696,0,-1.758509874343872
CID000002610,C0000731,CID000003883,1,-1.7605088949203491
CID000003419,C0000731,CID000054841,0,-1.7605088949203491
CID000004053,C0000731,CID000005203,0,-1.7658915519714355
CID000003075,C0000731,CID000005064,1,-1.7658915519714355
CID000002130,C0000731,CID000002088,0,-1.7719110250473022
CID000005090,C0000731,CID000005210,1,-1.7719110250473022
CID000003958,C0000731,CID006398525,1,-1.7727452516555786
CID000000598,C0000731,CID000002524,0,-1.7727452516555786
CID000002806,C0000731,CID000005352,1,-1.7737749814987183
CID000002812,C0000731,CID000004911,0,-1.7737749814987183
CID000005039,C0000731,CID000005073,1,-1.7742223739624023
CID000004601,C0000731,CID000005005,0,-1.7742223739624023
CID000002978,C0000731,CID000003929,0,-1.780992031097412
CID000000772,C0000731,CID000125889,1,-1.780992031097412
CID000003883,C0000731,CID000005379,1,-1.7817445993423462
CID000000598,C0000731,CID000004946,0,-1.7817445993423462
CID000000143,C0000731,CID000003365,1,-1.7878291606903076
CID000003043,C0000731,CID000004064,0,-1.7878291606903076
CID000000853,C0000731,CID000004075,1,-1.8330769538879395
CID000003279,C0000731,CID000003255,0,-1.8330769538879395
CID000002771,C0000731,CID000060852,1,-1.834588646888733
CID000003154,C0000731,CID000003510,0,-1.834588646888733
CID000056339,C0000731,CID000005732,0,-1.837945580482483
CID000002249,C0000731,CID000004201,1,-1.837945580482483
CID000002249,C0000731,CID000004920,1,-1.8501298427581787
CID000002550,C0000731,CID005493381,0,-1.8501298427581787
CID000002550,C0000731,CID000005525,0,-1.8518917560577393
CID000005039,C0000731,CID000005472,1,-1.8518917560577393
CID000001302,C0000731,CID000087177,1,-1.8754651546478271
CID000004253,C0000731,CID000077992,0,-1.8754651546478271
CID000002520,C0000731,CID000003339,1,-1.8768460750579834
CID000005078,C0000731,CID000005029,0,-1.8768460750579834
CID000002576,C0000731,CID005311297,1,-1.9456760883331299
CID000002818,C0000731,CID000002678,0,-1.9456760883331299
CID000003488,C0000731,CID000005514,1,-1.951270341873169
CID000003869,C0000731,CID000003348,0,-1.951270341873169
CID000000564,C0000731,CID000005647,0,-1.9754045009613037
CID000004052,C0000731,CID000170361,1,-1.9754045009613037
CID000003345,C0000731,CID000005253,1,-1.9782297611236572
CID000005651,C0000731,CID000154059,0,-1.9782297611236572
CID000002637,C0000731,CID000004917,0,-1.9873563051223755
CID000000444,C0000731,CID000002666,1,-1.9873563051223755
CID000003062,C0000731,CID000004909,1,-2.030700445175171
CID000004159,C0000731,CID000003746,0,-2.030700445175171
CID000002891,C0000731,CID000004917,1,-2.0334722995758057
CID000002477,C0000731,CID000131536,0,-2.0334722995758057
CID000004095,C0000731,CID000005647,0,-2.033703327178955
CID000002249,C0000731,CID000054454,1,-2.033703327178955
CID000005426,C0000731,CID000005394,0,-2.037719488143921
CID000002118,C0000731,CID000002269,1,-2.037719488143921
CID000002244,C0000731,CID000013342,0,-2.0387911796569824
CID000001302,C0000731,CID000005379,1,-2.0387911796569824
CID000110635,C0000731,CID000077999,0,-2.039989709854126
CID000003702,C0000731,CID000150311,1,-2.039989709854126
CID000003345,C0000731,CID000005391,1,-2.053260087966919
CID000005726,C0000731,CID000150311,0,-2.053260087966919
CID000004543,C0000731,CID000004112,0,-2.0666627883911133
CID000003386,C0000731,CID000005372,1,-2.0666627883911133
CID000003367,C0000731,CID000003385,0,-2.0673632621765137
CID000003003,C0000731,CID000004052,1,-2.0673632621765137
CID000005651,C0000731,CID000005732,1,-2.069281816482544
CID000000598,C0000731,CID000005076,0,-2.069281816482544
CID000003143,C0000731,CID000004053,0,-2.0710153579711914
CID000002541,C0000731,CID000003016,1,-2.0710153579711914
CID000003510,C0000731,CID000038904,1,-2.0790047645568848
CID000003827,C0000731,CID000004943,0,-2.0790047645568848
CID000002462,C0000731,CID000000450,0,-2.080810546875
CID000003403,C0000731,CID005311297,1,-2.080810546875
CID000005078,C0000731,CID000006691,1,-2.0827815532684326
CID000002022,C0000731,CID000150310,0,-2.0827815532684326
CID000005544,C0000731,CID006398525,1,-2.0909979343414307
CID000004900,C0000731,CID000004034,0,-2.0909979343414307
CID000004635,C0000731,CID000004900,1,-2.0979580879211426
CID000003003,C0000731,CID000002250,0,-2.0979580879211426
CID000038904,C0000731,CID000150311,1,-2.1004860401153564
CID000001775,C0000731,CID000004064,0,-2.1004860401153564
CID000003767,C0000731,CID000004173,1,-2.1056673526763916
CID000000206,C0000731,CID000004674,0,-2.1056673526763916
CID000060831,C0000731,CID000110635,0,-2.1221601963043213
CID000000444,C0000731,CID000002308,1,-2.1221601963043213
CID000003414,C0000731,CID000005155,1,-2.1271677017211914
CID000003403,C0000731,CID000003826,0,-2.1271677017211914
CID000003454,C0000731,CID000004609,0,-2.1333508491516113
CID000005426,C0000731,CID000005650,1,-2.1333508491516113
CID000054688,C0000731,CID000060865,1,-2.152723789215088
